"","OTU","estimate","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"1","ASV166",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"2","ASV182",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"3","ASV1598",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"4","ASV508",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"5","ASV1668",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"6","ASV722",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"7","ASV718",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"8","ASV1255",0.158099232463389,0.640451744940036,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"9","ASV1587",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"10","ASV685",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"11","ASV1146",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"12","ASV258",0.598060702378581,2.98489038652497,0.00875092389624016,16,0.182011179446548,0.832486647894411,"Pearson's product-moment correlation","two.sided"
"13","ASV664",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"14","ASV1072",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"15","ASV203",-0.271974280218455,-1.13051232460463,0.274922870923967,16,-0.655598634106135,0.223242361089478,"Pearson's product-moment correlation","two.sided"
"16","ASV484",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"17","ASV1079",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"18","ASV1069",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"19","ASV1530",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"20","ASV1318",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"21","ASV1101",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"22","ASV601",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"23","ASV523",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"24","ASV520",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"25","ASV490",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"26","ASV525",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"27","ASV1473",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"28","ASV194",-0.246349523632912,-1.01673272724145,0.324409544296771,16,-0.639651247485216,0.249179485016544,"Pearson's product-moment correlation","two.sided"
"29","ASV167",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"30","ASV1199",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"31","ASV925",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"32","ASV1478",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"33","ASV913",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"34","ASV1026",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"35","ASV215",-0.241460863056091,-0.995293635243349,0.334408431868244,16,-0.636569873234718,0.254048290574173,"Pearson's product-moment correlation","two.sided"
"36","ASV265",-0.253835164083567,-1.04972167458744,0.309443958420659,16,-0.644345155188128,0.241675386351735,"Pearson's product-moment correlation","two.sided"
"37","ASV1661",-0.120443017699408,-0.485304973410933,0.634038183176906,16,-0.556045938439799,0.367067729768393,"Pearson's product-moment correlation","two.sided"
"38","ASV196",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"39","ASV931",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"40","ASV136",-0.332031910396244,-1.40800644637199,0.178262280971534,16,-0.691680590012873,0.159574767519682,"Pearson's product-moment correlation","two.sided"
"41","ASV897",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"42","ASV371",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"43","ASV13",-0.135600320213754,-0.547457808533809,0.591619701082186,16,-0.566600219327345,0.353659109379425,"Pearson's product-moment correlation","two.sided"
"44","ASV909",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"45","ASV1145",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"46","ASV1665",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"47","ASV1483",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"48","ASV1317",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"49","ASV185",0.290139912436631,1.21272598233448,0.242837137123477,16,-0.20442047708398,0.666700331126681,"Pearson's product-moment correlation","two.sided"
"50","ASV971",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"51","ASV1489",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"52","ASV1028",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"53","ASV277",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"54","ASV1102",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"55","ASV1205",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"56","ASV1076",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"57","ASV1322",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"58","ASV75",0.28892224784522,1.20717177036861,0.244910066958456,16,-0.205693670408537,0.665961359089072,"Pearson's product-moment correlation","two.sided"
"59","ASV21",0.105404801194705,0.423981034317188,0.677224913217378,16,-0.380173754980251,0.545433883994256,"Pearson's product-moment correlation","two.sided"
"60","ASV485",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"61","ASV244",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"62","ASV308",0.264945039238261,1.09905657589252,0.288006574451822,16,-0.2304277776329,0.651257833771883,"Pearson's product-moment correlation","two.sided"
"63","ASV1027",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"64","ASV263",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"65","ASV200",-0.287931122719753,-1.20265560833233,0.246605585943925,16,-0.665359321764189,0.206728758823479,"Pearson's product-moment correlation","two.sided"
"66","ASV46",0.362532692165779,1.5559826253071,0.139268944817488,16,-0.125595056215241,0.709342525221697,"Pearson's product-moment correlation","two.sided"
"67","ASV191",-0.466411386586598,-2.10910376492971,0.0510446338598949,16,-0.766396028535612,0.000586371537715446,"Pearson's product-moment correlation","two.sided"
"68","ASV507",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"69","ASV1184",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"70","ASV1387",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"71","ASV1485",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"72","ASV1304",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"73","ASV1316",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"74","ASV398",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"75","ASV907",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"76","ASV1085",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"77","ASV719",-0.120443017699408,-0.485304973410933,0.634038183176906,16,-0.556045938439799,0.367067729768393,"Pearson's product-moment correlation","two.sided"
"78","ASV965",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"79","ASV546",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"80","ASV309",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"81","ASV672",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"82","ASV1309",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"83","ASV501",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"84","ASV547",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"85","ASV195",-0.205274663588195,-0.838964911269955,0.41384848880496,16,-0.613362191860711,0.289323156956282,"Pearson's product-moment correlation","two.sided"
"86","ASV729",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"87","ASV1472",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"88","ASV1269",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"89","ASV748",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"90","ASV666",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"91","ASV461",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"92","ASV1744",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"93","ASV1202",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"94","ASV1714",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"95","ASV122",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"96","ASV533",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"97","ASV1077",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"98","ASV1660",-0.224204038804215,-0.920243507045297,0.371112528721431,16,-0.625590911709141,0.271036557819713,"Pearson's product-moment correlation","two.sided"
"99","ASV1611",-0.306301439502979,-1.28706929537821,0.216379133713691,16,-0.676438757948749,0.187361950611845,"Pearson's product-moment correlation","two.sided"
"100","ASV450",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"101","ASV735",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"102","ASV1128",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"103","ASV74",-0.333118061543499,-1.41318620078712,0.176759941830814,16,-0.69231701690852,0.15838440713028,"Pearson's product-moment correlation","two.sided"
"104","ASV521",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"105","ASV159",0.177527703211487,0.721572410847691,0.48097001877327,16,-0.31549101399227,0.595076430835876,"Pearson's product-moment correlation","two.sided"
"106","ASV627",-0.0505445476954133,-0.202436944173303,0.842126862706451,16,-0.505486288998216,0.42638730123257,"Pearson's product-moment correlation","two.sided"
"107","ASV189",0.225870892098865,0.927451468461811,0.367472320245693,16,-0.269408996002188,0.626658362498721,"Pearson's product-moment correlation","two.sided"
"108","ASV686",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"109","ASV8",-0.673617329692445,-3.64570576519976,0.00217838821275936,16,-0.867626125440506,-0.301597045358174,"Pearson's product-moment correlation","two.sided"
"110","ASV890",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"111","ASV498",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"112","ASV108",0.0796241716760516,0.319511148920066,0.753472873569437,16,-0.402197239641404,0.526906931761056,"Pearson's product-moment correlation","two.sided"
"113","ASV1743",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"114","ASV1153",-0.120443017699408,-0.485304973410933,0.634038183176906,16,-0.556045938439799,0.367067729768393,"Pearson's product-moment correlation","two.sided"
"115","ASV1104",0.174925343766519,0.710658521296889,0.487526581229048,16,-0.317907403566699,0.593338962237467,"Pearson's product-moment correlation","two.sided"
"116","ASV1588",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"117","ASV1586",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"118","ASV80",0.336922075436388,1.43137730367882,0.171565520652812,16,-0.154204127741384,0.694541569868053,"Pearson's product-moment correlation","two.sided"
"119","ASV238",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"120","ASV1320",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"121","ASV447",-0.0505445476954133,-0.202436944173303,0.842126862706451,16,-0.505486288998217,0.42638730123257,"Pearson's product-moment correlation","two.sided"
"122","ASV1499",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"123","ASV1465",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"124","ASV756",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"125","ASV1609",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"126","ASV1628",0.28892224784522,1.20717177036861,0.244910066958456,16,-0.205693670408537,0.665961359089072,"Pearson's product-moment correlation","two.sided"
"127","ASV1487",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"128","ASV259",-0.120443017699408,-0.485304973410933,0.634038183176906,16,-0.556045938439799,0.367067729768393,"Pearson's product-moment correlation","two.sided"
"129","ASV1091",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"130","ASV966",0.560663945390758,2.7083793799513,0.0155035515868224,16,0.127050170964116,0.814367458979026,"Pearson's product-moment correlation","two.sided"
"131","ASV1589",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"132","ASV1474",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"133","ASV1025",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"134","ASV1276",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"135","ASV1710",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"136","ASV267",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"137","ASV494",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"138","ASV799",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"139","ASV114",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"140","ASV1232",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"141","ASV985",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"142","ASV797",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"143","ASV567",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"144","ASV1088",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"145","ASV895",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"146","ASV687",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"147","ASV1477",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"148","ASV130",-0.276402301462476,-1.15042753669685,0.266872215793236,16,-0.658320135957836,0.218688158840019,"Pearson's product-moment correlation","two.sided"
"149","ASV367",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"150","ASV370",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"151","ASV802",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"152","ASV967",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"153","ASV1215",-0.224204038804215,-0.920243507045297,0.371112528721431,16,-0.625590911709141,0.271036557819713,"Pearson's product-moment correlation","two.sided"
"154","ASV1149",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"155","ASV935",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"156","ASV1107",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"157","ASV4",-0.0283725943423737,-0.113536085077615,0.911017969912964,16,-0.488768289177898,0.444383928913381,"Pearson's product-moment correlation","two.sided"
"158","ASV973",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"159","ASV1090",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"160","ASV522",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"161","ASV1273",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"162","ASV1590",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"163","ASV659",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"164","ASV1534",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"165","ASV243",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"166","ASV1063",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"167","ASV843",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"168","ASV1537",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"169","ASV679",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"170","ASV1501",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"171","ASV1547",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"172","ASV1432",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"173","ASV350",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"174","ASV976",0.560663945390758,2.7083793799513,0.0155035515868223,16,0.127050170964116,0.814367458979026,"Pearson's product-moment correlation","two.sided"
"175","ASV700",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"176","ASV737",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"177","ASV1524",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"178","ASV934",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"179","ASV3",0.125545660242483,0.506187677610466,0.619628048904652,16,-0.362576282577436,0.559614748333241,"Pearson's product-moment correlation","two.sided"
"180","ASV230",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"181","ASV1591",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"182","ASV1297",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"183","ASV1522",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"184","ASV1303",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"185","ASV1258",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"186","ASV1144",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"187","ASV1100",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"188","ASV714",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"189","ASV393",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"190","ASV491",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"191","ASV1073",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"192","ASV1531",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"193","ASV1654",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"194","ASV891",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"195","ASV509",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"196","ASV933",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"197","ASV1492",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"198","ASV914",0.264945039238261,1.09905657589252,0.288006574451822,16,-0.2304277776329,0.651257833771883,"Pearson's product-moment correlation","two.sided"
"199","ASV39",-0.392447869782672,-1.70671388167834,0.107205106335073,16,-0.72625240485395,0.0911168261020775,"Pearson's product-moment correlation","two.sided"
"200","ASV264",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"201","ASV1521",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"202","ASV1147",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"203","ASV624",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"204","ASV906",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"205","ASV721",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"206","ASV1089",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"207","ASV860",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"208","ASV1290",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"209","ASV275",0.0685001897742265,0.274645873871987,0.78710297452653,16,-0.411530926306885,0.518779342795428,"Pearson's product-moment correlation","two.sided"
"210","ASV841",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"211","ASV352",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"212","ASV989",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"213","ASV743",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"214","ASV197",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"215","ASV902",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"216","ASV407",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"217","ASV1213",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"218","ASV126",0.479498240445289,2.18564025896369,0.0440550374160061,16,0.0162705462441267,0.77326303774548,"Pearson's product-moment correlation","two.sided"
"219","ASV1535",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"220","ASV497",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"221","ASV260",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"222","ASV1330",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"223","ASV1742",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"224","ASV833",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"225","ASV187",-0.273275826407611,-1.13635795705163,0.272541155791199,16,-0.656399611674722,0.221905965706592,"Pearson's product-moment correlation","two.sided"
"226","ASV506",0.0685001897742265,0.274645873871987,0.78710297452653,16,-0.411530926306885,0.518779342795428,"Pearson's product-moment correlation","two.sided"
"227","ASV962",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"228","ASV493",0.28892224784522,1.20717177036861,0.244910066958456,16,-0.205693670408537,0.665961359089072,"Pearson's product-moment correlation","two.sided"
"229","ASV1633",0.174925343766519,0.710658521296889,0.487526581229048,16,-0.317907403566699,0.593338962237467,"Pearson's product-moment correlation","two.sided"
"230","ASV1067",-0.205274663588195,-0.838964911269955,0.41384848880496,16,-0.613362191860711,0.289323156956282,"Pearson's product-moment correlation","two.sided"
"231","ASV1475",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"232","ASV1094",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"233","ASV504",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"234","ASV378",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"235","ASV1494",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"236","ASV1155",-0.0236617117371029,-0.0946733533567147,0.925749803682152,16,-0.485172115669358,0.448159151464787,"Pearson's product-moment correlation","two.sided"
"237","ASV406",-0.279442484072429,-1.16414670857776,0.261430488397923,16,-0.66018289657393,0.215548805157881,"Pearson's product-moment correlation","two.sided"
"238","ASV51",-0.238926480564384,-0.984210975283732,0.339661792579914,16,-0.634967444714591,0.256562534069669,"Pearson's product-moment correlation","two.sided"
"239","ASV217",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"240","ASV1486",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"241","ASV272",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"242","ASV1675",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"243","ASV1323",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"244","ASV1196",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"245","ASV1764",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"246","ASV1490",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"247","ASV97",0.0573908798323296,0.229942513995546,0.82105038998661,16,-0.420752882014471,0.510580418713007,"Pearson's product-moment correlation","two.sided"
"248","ASV492",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"249","ASV1397",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"250","ASV830",0.0560597423327726,0.224592159337118,0.825139634892044,16,-0.421851282978186,0.509592448504048,"Pearson's product-moment correlation","two.sided"
"251","ASV1775",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"252","ASV103",-0.172245797004149,-0.699436972114829,0.494322799709548,16,-0.591545876172608,0.320388792489274,"Pearson's product-moment correlation","two.sided"
"253","ASV1532",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"254","ASV1526",-0.306301439502979,-1.28706929537821,0.216379133713691,16,-0.676438757948749,0.187361950611845,"Pearson's product-moment correlation","two.sided"
"255","ASV1074",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"256","ASV1418",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"257","ASV1186",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"258","ASV113",-0.0299227044268513,-0.119744437395528,0.906176283608695,16,-0.489948194353679,0.443138014032552,"Pearson's product-moment correlation","two.sided"
"259","ASV1493",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
